categoria;dono;tipo;arquivo;emissao;vencimento;status;dias_ate_vencer;caminho;ocr
veiculos;SFL4G89;OUTROS;RESIDENCIA ELIAZER --052.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\RESIDENCIA ELIAZER --052.pdf;N
veiculos;SFL4G90;IPEM;AFERIÇÃO TBD-0F10.pdf;;2027-02-27;ok;226;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\AFERIÇÃO TBD-0F10.pdf;S
veiculos;SFL4G90;CIPP;CIPP TBD0F10.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\sem-data\CIPP TBD0F10.pdf;S
veiculos;SFL4G90;CIV;CIV SFL-4G90 2026.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\sem-data\CIV SFL-4G90 2026.pdf;S
veiculos;SFL4G90;CIV;CIV TBD0F10.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\sem-data\CIV TBD0F10.pdf;S
veiculos;SFL4G90;OUTROS;Comprovante residencia Everson .pdf;2025-11-10;2025-12-10;vencido;-217;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\vencidos\Comprovante residencia Everson .pdf;N
veiculos;SFL4G90;OUTROS;comprovante residencia Leonardo .pdf;;2026-01-01;vencido;-195;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\vencidos\comprovante residencia Leonardo .pdf;N
veiculos;SFL4G90;CRLV;CRLV TBD0F10.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\sem-data\CRLV TBD0F10.pdf;S
veiculos;SFL4G90;OUTROS;endereco leonardo .pdf;;2026-01-01;vencido;-195;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\vencidos\endereco leonardo .pdf;N
veiculos;SFL4G90;OUTROS;PONTUAL SES9I83 DNIT.pdf;;2025-08-19;vencido;-330;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\vencidos\PONTUAL SES9I83 DNIT.pdf;N
veiculos;SFL4G90;OUTROS;PONTUAL SES9I83_PARANA.pdf;;2025-09-19;vencido;-299;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\vencidos\PONTUAL SES9I83_PARANA.pdf;N
veiculos;SFL4G90;CRLV;SFL4G90-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G90\sem-data\SFL4G90-CRLV.pdf;S
veiculos;TBX5H14;IPEM;afericao tacografo TBX5H14.pdf;2025-10-09;2027-09-25;ok;437;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\afericao tacografo TBX5H14.pdf;N
veiculos;TBX5H14;IPEM;AFERIÇÃO AKH2258.pdf;;2027-06-02;ok;321;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\AFERIÇÃO AKH2258.pdf;S
veiculos;TBX5H14;IPEM;AFERIÇÃO APE2305.pdf;;2027-06-02;ok;321;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\AFERIÇÃO APE2305.pdf;S
veiculos;TBX5H14;CIPP;CIPP AKH-2258.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CIPP AKH-2258.pdf;S
veiculos;TBX5H14;CIPP;CIPP APE-2305.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CIPP APE-2305.pdf;S
veiculos;TBX5H14;CIV;CIV AKH-2258.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CIV AKH-2258.pdf;S
veiculos;TBX5H14;CIV;CIV APE-2305_001.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CIV APE-2305_001.pdf;S
veiculos;TBX5H14;OUTROS;COMPROVANTE DE ENDEREÇO FÁBIO.pdf;;2025-12-09;vencido;-218;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\vencidos\COMPROVANTE DE ENDEREÇO FÁBIO.pdf;N
veiculos;TBX5H14;CRLV;CRLV AKH-2258.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CRLV AKH-2258.pdf;S
veiculos;TBX5H14;CRLV;CRLV APE-2305.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CRLV APE-2305.pdf;S
veiculos;TBX5H14;CRLV;CRLV TBX5H14.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\CRLV TBX5H14.pdf;S
veiculos;TBX5H14;OUTROS;PONTUAL BRASIL TBX5H14_FEDERAL DNIT 2026.pdf;;2027-04-28;ok;287;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\PONTUAL BRASIL TBX5H14_FEDERAL DNIT 2026.pdf;N
veiculos;TBX5H14;OUTROS;PONTUAL BRASIL TBX5H14_PARANA CANA 2026.pdf;;2025-07-14;vencido;-366;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\vencidos\PONTUAL BRASIL TBX5H14_PARANA CANA 2026.pdf;N
veiculos;TBX5H14;OUTROS;RECIBO TBX5H14.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H14\sem-data\RECIBO TBX5H14.pdf;N
veiculos;TBX5H17;IPEM;AFERIÇÃO AAK-7A44.pdf;;2028-02-06;ok;570;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\AFERIÇÃO AAK-7A44.pdf;S
veiculos;TBX5H17;IPEM;AFERIÇÃO APE-2C98.pdf;;2028-02-06;ok;570;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\AFERIÇÃO APE-2C98.pdf;S
veiculos;TBX5H17;CIPP;CIPP AAK7A44.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\CIPP AAK7A44.pdf;S
veiculos;TBX5H17;CIPP;CIPP-APE2C98.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\CIPP-APE2C98.pdf;S
veiculos;TBX5H17;CIV;CIV  APE2C98.pdf;;2026-01-20;vencido;-177;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\vencidos\CIV  APE2C98.pdf;S
veiculos;TBX5H17;CIV;CIV AAK7A44.pdf;;2026-01-20;vencido;-177;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\vencidos\CIV AAK7A44.pdf;S
veiculos;TBX5H17;CRLV;CRLV AKD5988.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\CRLV AKD5988.pdf;S
veiculos;TBX5H17;CRLV;CRLV TBX5H17.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\CRLV TBX5H17.pdf;S
veiculos;TBX5H17;CRLV;CRLV_ AAK-7A44.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\CRLV_ AAK-7A44.pdf;S
veiculos;TBX5H17;CRLV;CRLV_ APE-2C98.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\CRLV_ APE-2C98.pdf;S
veiculos;TBX5H17;OUTROS;PONTUAL TBX5H17 (CANA)_PARANA[1].pdf;;2025-07-14;vencido;-366;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\vencidos\PONTUAL TBX5H17 (CANA)_PARANA[1].pdf;N
veiculos;TBX5H17;OUTROS;PONTUAL TBX5H17_FEDERAL.pdf;;2026-09-25;vencendo_90d;72;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\PONTUAL TBX5H17_FEDERAL.pdf;N
veiculos;TBX5H17;OUTROS;RECIBO  TBX5H17.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\TBX5H17\sem-data\RECIBO  TBX5H17.pdf;N
desligados;ADILSON FRAGOZO;CNH;CNH ADILSON RIBEIRO FRAGOSO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\ADILSON FRAGOZO\sem-data\CNH ADILSON RIBEIRO FRAGOSO.pdf;S
desligados;ADILSON FRAGOZO;CNH;cnh adilson.pdf;;2028-05-05;ok;659;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\ADILSON FRAGOZO\cnh adilson.pdf;S
desligados;ADILSON FRAGOZO;MOPP;MOPP ADILSON FRAGOZO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\ADILSON FRAGOZO\sem-data\MOPP ADILSON FRAGOZO.pdf;S
desligados;GUSTAVO DOMINGUES;CNH;CNH GUSTAVO.pdf;;2032-02-03;ok;2028;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\GUSTAVO DOMINGUES\CNH GUSTAVO.pdf;S
desligados;GUSTAVO DOMINGUES;CNH;CNH-e.pdf;;2032-02-03;ok;2028;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\GUSTAVO DOMINGUES\CNH-e.pdf;S
desligados;GUSTAVO DOMINGUES;MOPP;EAD Cursos de Trânsito  MOPP.pdf;;2025-09-04;vencido;-314;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\GUSTAVO DOMINGUES\vencidos\EAD Cursos de Trânsito  MOPP.pdf;N
desligados;GUSTAVO DOMINGUES;CNH;GUSTAVO - CNH.pdf;;2032-02-03;ok;2028;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\GUSTAVO DOMINGUES\GUSTAVO - CNH.pdf;S
desligados;GUSTAVO DOMINGUES;MOPP;GUSTAVO - MOPP.pdf;;2025-09-04;vencido;-314;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Desligados\GUSTAVO DOMINGUES\vencidos\GUSTAVO - MOPP.pdf;N
