categoria;dono;tipo;arquivo;emissao;vencimento;status;dias_ate_vencer;caminho;ocr
veiculos;SFL4G37;CIV;CIV SFL4G37_0001.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G37\sem-data\CIV SFL4G37_0001.pdf;S
veiculos;SFL4G37;CRLV;CRLV AZO9538.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G37\sem-data\CRLV AZO9538.pdf;S
veiculos;SFL4G37;OUTROS;laureci comprovante residencia.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G37\sem-data\laureci comprovante residencia.pdf;N
veiculos;SFL4G37;OUTROS;MOOP LAURECI SORARES.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G37\sem-data\MOOP LAURECI SORARES.pdf;N
veiculos;SFL4G37;NF_NORDICA;NORDICA 367601.pdf;2024-04-29;2025-04-29;vencido;-442;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G37\vencidos\NORDICA 367601.pdf;N
veiculos;SFL4G37;CRLV;SFL4G37-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G37\sem-data\SFL4G37-CRLV.pdf;S
veiculos;SFL4G38;IPEM;AFERIÇÃO ATZ0445 (3).pdf;;2027-06-25;ok;344;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\AFERIÇÃO ATZ0445 (3).pdf;S
veiculos;SFL4G38;IPEM;AFERIÇÃO ATZ0445.pdf;;2025-04-18;vencido;-454;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\vencidos\AFERIÇÃO ATZ0445.pdf;S
veiculos;SFL4G38;CIPP;CIPP]ATZ-0445-PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\sem-data\CIPP]ATZ-0445-PONTUAL.pdf;S
veiculos;SFL4G38;CIV;CIV ATZ-0445-PONTUAL.pdf;;2026-03-23;vencido;-115;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\vencidos\CIV ATZ-0445-PONTUAL.pdf;S
veiculos;SFL4G38;CIV;CIV SFL4G38_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\sem-data\CIV SFL4G38_PONTUAL.pdf;S
veiculos;SFL4G38;OUTROS;COMPROVANTE DE ENDEREÇO VALDEREI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\sem-data\COMPROVANTE DE ENDEREÇO VALDEREI.pdf;N
veiculos;SFL4G38;CRLV;CRLV_ATZ0445.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\sem-data\CRLV_ATZ0445.pdf;S
veiculos;SFL4G38;NF_NORDICA;NORDICA 367602.pdf;2024-04-29;2025-04-29;vencido;-442;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\vencidos\NORDICA 367602.pdf;N
veiculos;SFL4G38;CRLV;SFL4G38-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G38\sem-data\SFL4G38-CRLV.pdf;S
veiculos;SFL4G39;IPEM;AFERIÇÃO ATR7723 (2).pdf;;2027-07-10;ok;359;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\AFERIÇÃO ATR7723 (2).pdf;S
veiculos;SFL4G39;CIPP;CIPP ATR-7723_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\CIPP ATR-7723_PONTUAL.pdf;S
veiculos;SFL4G39;CIV;CIV ATR-7723_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\CIV ATR-7723_PONTUAL.pdf;S
veiculos;SFL4G39;CIV;CIV SFL4G39_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\CIV SFL4G39_PONTUAL.pdf;S
veiculos;SFL4G39;CRLV;CLRV ATR7723 2025.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\CLRV ATR7723 2025.pdf;S
veiculos;SFL4G39;CRLV;CLRV ATR7723 2026.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\CLRV ATR7723 2026.pdf;S
veiculos;SFL4G39;OUTROS;COMPROVANTE DE ENDEREÇO WEBERSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\COMPROVANTE DE ENDEREÇO WEBERSON.pdf;N
veiculos;SFL4G39;CRLV;CRLV SFL4G39.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\CRLV SFL4G39.pdf;S
veiculos;SFL4G39;OUTROS;ENDEREÇO WEBERSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\ENDEREÇO WEBERSON.pdf;N
veiculos;SFL4G39;OUTROS;N20 WEBERSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\N20 WEBERSON.pdf;N
veiculos;SFL4G39;OUTROS;N35 WEBERSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\sem-data\N35 WEBERSON.pdf;N
veiculos;SFL4G39;NF_NORDICA;NORDICA 367604.pdf;2024-04-29;2025-04-29;vencido;-442;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G39\vencidos\NORDICA 367604.pdf;N
veiculos;SFL4G42;IPEM;AFERIÇÃO ATZ0E42 (2).pdf;;2027-06-23;ok;342;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\AFERIÇÃO ATZ0E42 (2).pdf;S
veiculos;SFL4G42;CIPP;CIPP ATZ0E42.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\sem-data\CIPP ATZ0E42.pdf;S
veiculos;SFL4G42;CIV;CIV ATZ0E42.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\sem-data\CIV ATZ0E42.pdf;S
veiculos;SFL4G42;CIV;CIV SFL4G42_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\sem-data\CIV SFL4G42_PONTUAL.pdf;S
veiculos;SFL4G42;CRLV;CLRV SFL4G42.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\sem-data\CLRV SFL4G42.pdf;S
veiculos;SFL4G42;CRLV;CRLV_ATZ0E42.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\sem-data\CRLV_ATZ0E42.pdf;S
veiculos;SFL4G42;NF_NORDICA;NORDICA 367603.pdf;2024-04-29;2025-04-29;vencido;-442;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\vencidos\NORDICA 367603.pdf;N
veiculos;SFL4G42;OUTROS;residencia Julio.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G42\sem-data\residencia Julio.pdf;N
veiculos;SFL4G43;IPEM;AFERIÇÃO TBB-9D65.pdf;;2027-02-18;ok;217;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\AFERIÇÃO TBB-9D65.pdf;S
veiculos;SFL4G43;CIPP;CIPP TBB9D65 PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\sem-data\CIPP TBB9D65 PONTUAL.pdf;S
veiculos;SFL4G43;CIV;CIV SFL4G43-PONTUAL.pdf;;2026-02-23;vencido;-143;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\vencidos\CIV SFL4G43-PONTUAL.pdf;S
veiculos;SFL4G43;CIV;CIV TBB9D65 PONTUAL.pdf;;2026-02-23;vencido;-143;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\vencidos\CIV TBB9D65 PONTUAL.pdf;S
veiculos;SFL4G43;OUTROS;COMPROVANTE ENDEREÇO EDSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\sem-data\COMPROVANTE ENDEREÇO EDSON.pdf;N
veiculos;SFL4G43;CRLV;CRLV TBB9D65.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\sem-data\CRLV TBB9D65.pdf;S
veiculos;SFL4G43;NF_NORDICA;NORDICA 367797.pdf;2024-04-30;2025-04-30;vencido;-441;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\vencidos\NORDICA 367797.pdf;N
veiculos;SFL4G43;OUTROS;NR - 35.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\sem-data\NR - 35.pdf;N
veiculos;SFL4G43;OUTROS;NR -20.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\sem-data\NR -20.pdf;N
veiculos;SFL4G43;CRLV;SFL4G43-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G43\sem-data\SFL4G43-CRLV.pdf;S
veiculos;SFL4G49;IPEM;AFERIÇÃO ATZ1243 (2).pdf;;2027-06-25;ok;344;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\AFERIÇÃO ATZ1243 (2).pdf;S
veiculos;SFL4G49;CIPP;CIPP ATZ-1243 PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\sem-data\CIPP ATZ-1243 PONTUAL.pdf;S
veiculos;SFL4G49;CIV;CIV ATZ-1243 PONTUAL.pdf;;2026-02-23;vencido;-143;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\vencidos\CIV ATZ-1243 PONTUAL.pdf;S
veiculos;SFL4G49;CIV;CIV SFL4G49_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\sem-data\CIV SFL4G49_PONTUAL.pdf;S
veiculos;SFL4G49;CRLV;CLRV SFL4G49.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\sem-data\CLRV SFL4G49.pdf;S
veiculos;SFL4G49;OUTROS;COMPROVANTE RESIDENCIA IDINEI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\sem-data\COMPROVANTE RESIDENCIA IDINEI.pdf;N
veiculos;SFL4G49;CRLV;CRLV_ATZ1243.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\sem-data\CRLV_ATZ1243.pdf;S
veiculos;SFL4G49;NF_NORDICA;NORDICA 367599.pdf;2024-04-29;2025-04-29;vencido;-442;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G49\vencidos\NORDICA 367599.pdf;N
veiculos;SFL4G51;IPEM;AFERIÇÃO ATR7I52.pdf;;2027-06-05;ok;324;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\AFERIÇÃO ATR7I52.pdf;S
veiculos;SFL4G51;CIPP;CIPP ATR7I52_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\CIPP ATR7I52_PONTUAL.pdf;S
veiculos;SFL4G51;CIV;CIV ATR7I52_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\CIV ATR7I52_PONTUAL.pdf;S
veiculos;SFL4G51;CIV;CIV SFL4G51_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\CIV SFL4G51_PONTUAL.pdf;S
veiculos;SFL4G51;OUTROS;COMPROVANTE DE ENDEREÇO AGADIR.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\COMPROVANTE DE ENDEREÇO AGADIR.pdf;N
veiculos;SFL4G51;OUTROS;COMPROVANTE RESIDENCIA AGADIR (3).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\COMPROVANTE RESIDENCIA AGADIR (3).pdf;N
veiculos;SFL4G51;CRLV;CRLV_ATR7I52.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\CRLV_ATR7I52.pdf;S
veiculos;SFL4G51;NF_NORDICA;NORDICA 367493.pdf;2024-04-26;2025-04-26;vencido;-445;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\vencidos\NORDICA 367493.pdf;N
veiculos;SFL4G51;CRLV;SFL4G51-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G51\sem-data\SFL4G51-CRLV.pdf;S
veiculos;SFL4G80;IPEM;AFERIÇÃO RHR-4E11.pdf;;2027-02-19;ok;218;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\AFERIÇÃO RHR-4E11.pdf;S
veiculos;SFL4G80;CIPP;CIPP RHR4E11.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\sem-data\CIPP RHR4E11.pdf;S
veiculos;SFL4G80;CIV;CIV RHR4E11.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\sem-data\CIV RHR4E11.pdf;S
veiculos;SFL4G80;CIV;CIV SFL4G80.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\sem-data\CIV SFL4G80.pdf;S
veiculos;SFL4G80;OUTROS;Comprovamte Residencia  VALDINEI DO CARMO DE ANDRADE.pdf;;2025-11-25;vencido;-232;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\vencidos\Comprovamte Residencia  VALDINEI DO CARMO DE ANDRADE.pdf;N
veiculos;SFL4G80;CRLV;CRLV RHR-4E11.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\sem-data\CRLV RHR-4E11.pdf;S
veiculos;SFL4G80;NF_NORDICA;NORDICA 367489.pdf;2024-04-26;2025-04-26;vencido;-445;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\vencidos\NORDICA 367489.pdf;N
veiculos;SFL4G80;CRLV;SFL4G80-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G80\sem-data\SFL4G80-CRLV.pdf;S
veiculos;SFL4G83;IPEM;AFERIÇÃO ATZ1236.pdf;2025-09-09;2027-06-04;ok;324;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\AFERIÇÃO ATZ1236.pdf;N
veiculos;SFL4G83;CIPP;CIPP ATZ1236_2026 (1).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\CIPP ATZ1236_2026 (1).pdf;S
veiculos;SFL4G83;CIV;CIV ATZ1236_2026.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\CIV ATZ1236_2026.pdf;S
veiculos;SFL4G83;CIV;CIV SFL4G83.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\CIV SFL4G83.pdf;S
veiculos;SFL4G83;OUTROS;COMPROVANTE RESIDENCIA VANDERSON (2).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\COMPROVANTE RESIDENCIA VANDERSON (2).pdf;N
veiculos;SFL4G83;OUTROS;comprovante residencia vanderson soares.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\comprovante residencia vanderson soares.pdf;N
veiculos;SFL4G83;CRLV;CRLV_ATZ1236.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\CRLV_ATZ1236.pdf;S
veiculos;SFL4G83;NF_NORDICA;NORDICA 367492.pdf;2024-04-26;2025-04-26;vencido;-445;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\vencidos\NORDICA 367492.pdf;N
veiculos;SFL4G83;OUTROS;NR_35_VANDERSON 01.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\NR_35_VANDERSON 01.pdf;N
veiculos;SFL4G83;CRLV;SFL4G83-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G83\sem-data\SFL4G83-CRLV.pdf;S
veiculos;SFL4G85;IPEM;AFERIÇÃO TBC6F27.pdf;;2027-02-25;ok;224;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\AFERIÇÃO TBC6F27.pdf;S
veiculos;SFL4G85;CIPP;CIPP TBC6F27.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\CIPP TBC6F27.pdf;S
veiculos;SFL4G85;CIV;CIV SFL4G85.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\CIV SFL4G85.pdf;S
veiculos;SFL4G85;CIV;CIV TBC6F27.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\CIV TBC6F27.pdf;S
veiculos;SFL4G85;OUTROS;COMPROVANTE RESIDENCIA MARCIO (2).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\COMPROVANTE RESIDENCIA MARCIO (2).pdf;N
veiculos;SFL4G85;OUTROS;COMPROVANTE RESIDENCIA MARCIO MACHADO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\COMPROVANTE RESIDENCIA MARCIO MACHADO.pdf;N
veiculos;SFL4G85;CRLV;CRLV TBC6F27.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\CRLV TBC6F27.pdf;S
veiculos;SFL4G85;OUTROS;MOOP MARCIO ALBERTO DE BARROS MACHADO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\MOOP MARCIO ALBERTO DE BARROS MACHADO.pdf;N
veiculos;SFL4G85;NF_NORDICA;NORDICA 367495.pdf;2024-04-26;2025-04-26;vencido;-445;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\vencidos\NORDICA 367495.pdf;N
veiculos;SFL4G85;CRLV;SFL4G85-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G85\sem-data\SFL4G85-CRLV.pdf;S
veiculos;SFL4G86;IPEM;AFERIÇÃO TBF7J71.pdf;;2027-03-27;ok;254;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\AFERIÇÃO TBF7J71.pdf;S
veiculos;SFL4G86;OUTROS;ATPV  TBF7J71.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\ATPV  TBF7J71.pdf;N
veiculos;SFL4G86;CIPP;CIPP TBF7J71.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\CIPP TBF7J71.pdf;S
veiculos;SFL4G86;CIV;CIV SFL4G86.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\CIV SFL4G86.pdf;S
veiculos;SFL4G86;CIV;CIV TBF7J71.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\CIV TBF7J71.pdf;S
veiculos;SFL4G86;CIV;CIV-SFL4G86 .pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\CIV-SFL4G86 .pdf;S
veiculos;SFL4G86;OUTROS;Comprovante Residencia Vanderlei .pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\Comprovante Residencia Vanderlei .pdf;N
veiculos;SFL4G86;CRLV;CRLV TBF7J71.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\CRLV TBF7J71.pdf;S
veiculos;SFL4G86;NF_NORDICA;NORDICA 367488.pdf;2024-04-26;2025-04-26;vencido;-445;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\vencidos\NORDICA 367488.pdf;N
veiculos;SFL4G86;CRLV;SFL4G86-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G86\sem-data\SFL4G86-CRLV.pdf;S
veiculos;SFL4G87;OUTROS;19024 - PONTUAL BRASIL TBE-1H59.pdf;;2025-03-14;vencido;-488;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\vencidos\19024 - PONTUAL BRASIL TBE-1H59.pdf;N
veiculos;SFL4G87;IPEM;AFERIÇÃO  TBE1H59.pdf;;2027-03-16;ok;243;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\AFERIÇÃO  TBE1H59.pdf;S
veiculos;SFL4G87;CIPP;CIPP-TBE1H59-PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\sem-data\CIPP-TBE1H59-PONTUAL.pdf;S
veiculos;SFL4G87;CIV;CIV--SFL4G87-PONTUAL.pdf;;2026-03-17;vencido;-121;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\vencidos\CIV--SFL4G87-PONTUAL.pdf;S
veiculos;SFL4G87;CIV;CIV-TBE1H59-PONTUAL.pdf;;2026-03-17;vencido;-121;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\vencidos\CIV-TBE1H59-PONTUAL.pdf;S
veiculos;SFL4G87;OUTROS;COMPROVANTE RESIDENCIA ELTON .pdf;2025-11-12;2025-12-10;vencido;-217;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\vencidos\COMPROVANTE RESIDENCIA ELTON .pdf;N
veiculos;SFL4G87;NF_NORDICA;NORDICA 367494.pdf;2024-04-26;2025-04-26;vencido;-445;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\vencidos\NORDICA 367494.pdf;N
veiculos;SFL4G87;CRLV;SFL4G87-CRLV.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G87\sem-data\SFL4G87-CRLV.pdf;S
veiculos;SFL4G89;IPEM;AFERIÇÃO AYC-4924.pdf;;2028-02-06;ok;570;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\AFERIÇÃO AYC-4924.pdf;S
veiculos;SFL4G89;CIPP;CIPP AYC-4924.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\CIPP AYC-4924.pdf;S
veiculos;SFL4G89;CIV;CIV AYC-4924.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\CIV AYC-4924.pdf;S
veiculos;SFL4G89;CIV;CIV SFL4G89_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\CIV SFL4G89_PONTUAL.pdf;S
veiculos;SFL4G89;CRLV;CRLV AYC4924.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\CRLV AYC4924.pdf;S
veiculos;SFL4G89;CRLV;CRLV SFL4G89.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\CRLV SFL4G89.pdf;S
veiculos;SFL4G89;OUTROS;ENDEREÇO ELIAZER.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\sem-data\ENDEREÇO ELIAZER.pdf;N
veiculos;SFL4G89;NF_NORDICA;NORDICA 367598.pdf;2024-04-29;2025-04-29;vencido;-442;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SFL4G89\vencidos\NORDICA 367598.pdf;N
